_id,title,title_untranslated,description,release_date,language,post_image_url,backdrop_image_url,average_rating,tagline,minutes,budget,revenue,genre
391,A Fistful of Dollars,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",1964-01-18,it,https://www.themoviedb.org/t/p/w300/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,https://www.themoviedb.org/t/p/w300/9gMkOYzk7P9QXwndhLRAC8cMZcJ.jpg,7.9,"In his own way he is perhaps, the most dangerous man who ever lived!",99,200000,14500000,Western
76,Before Sunrise,Before Sunrise,"On his way to Vienna, American Jesse meets Céline, a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other.",1995-01-27,en,https://www.themoviedb.org/t/p/w300/5FP9hBWkklH9xfhOPQJxA91781Q.jpg,https://www.themoviedb.org/t/p/w300/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,7.9,Can the greatest romance of your life last only one night?,101,2500000,5987386,Drama
829,Chinatown,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",1974-06-20,en,https://www.themoviedb.org/t/p/w300/n0wE8OF7mLotyUkQeyJMJxYLCko.jpg,https://www.themoviedb.org/t/p/w300/eJ6kPtua2rEvjxHdCtnIobXJZSf.jpg,7.9,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,130,6000000,30000000,Crime
81,Nausicaä of the Valley of the Wind,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",1984-03-11,ja,https://www.themoviedb.org/t/p/w300/sIpcATxMrKHRRUJAGI5UIUT7XMG.jpg,https://www.themoviedb.org/t/p/w300/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,7.9,A young girl's love called forth miracles…,117,1000000,3301446,Adventure
265195,Wild Tales,Relatos salvajes,Six deadly stories that explore the extremities of human behaviour involving distressed people seeking revenge.,2014-08-21,es,https://www.themoviedb.org/t/p/w300/pvSty5MCAxdj8LlAEXCDfM1YNOl.jpg,https://www.themoviedb.org/t/p/w300/dnhQCtQ4tyOlOrX5ApW5jhmzhdw.jpg,7.9,We can all lose control,122,4000000,27007072,Comedy
3034,Young Frankenstein,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",1974-12-15,en,https://www.themoviedb.org/t/p/w300/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,https://www.themoviedb.org/t/p/w300/wKSJLUgJtCMSZOIU1By8g5FSaHk.jpg,7.9,The scariest comedy of all time!,106,2800000,86273333,Comedy
152742,The Best Offer,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",2013-01-01,en,https://www.themoviedb.org/t/p/w300/yfbsINSfotAHaeWKJbfsVKSckvq.jpg,https://www.themoviedb.org/t/p/w300/4EdN5rIT43xcqi4IVRrhxiDOz6z.jpg,7.9,A Master of Possession. A Crime of Obsession,124,13500000,19255873,Crime
6075,Carlito's Way,Carlito's Way,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",1993-11-10,en,https://www.themoviedb.org/t/p/w300/9E3GQQOjGlxSneLftFfOsnQGwSF.jpg,https://www.themoviedb.org/t/p/w300/732wfzicYZM5hja3Gd6zjIknE93.jpg,7.9,He's got a good future if he can live past next week.,144,30000000,63848322,Crime
637649,Wrath of Man,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",2021-04-22,en,https://www.themoviedb.org/t/p/w300/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,https://www.themoviedb.org/t/p/w300/9DZlZvgh9dIGcri79hv3KtHiq5K.jpg,7.9,A one man army.,119,40000000,103966489,Action
1646,Freedom Writers,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",2007-01-05,en,https://www.themoviedb.org/t/p/w300/bffP9cAgOHsMNnc55zIXrDnz7QD.jpg,https://www.themoviedb.org/t/p/w300/eO3buPuKWz9q0k0GKfvutBCK6Ul.jpg,7.9,Their story. Their world. Their future.,123,21000000,43095175,Crime
804,Roman Holiday,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",1953-08-26,en,https://www.themoviedb.org/t/p/w300/7W3afdX2eDuRGIBm1YJgGcLJx8q.jpg,https://www.themoviedb.org/t/p/w300/4psf8OdNFLVGz185HG2Z5vOYXmu.jpg,7.9,Romance in romantic Rome!,119,1500000,12000000,Comedy
24238,Mary and Max,Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970s, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?",2009-02-09,en,https://www.themoviedb.org/t/p/w300/b4LKlquh0ls5Rgb27QLPlkC7Oya.jpg,https://www.themoviedb.org/t/p/w300/gai6mDH0WN1jojj05VgqH45Xl9B.jpg,7.9,Sometimes perfect strangers make the best friends.,92,590235,1725381,Animation
5924,Papillon,Papillon,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",1973-12-13,en,https://www.themoviedb.org/t/p/w300/iEX7InvPSZeMzBVjYrEnD3Od7ZY.jpg,https://www.themoviedb.org/t/p/w300/1xTUtI25j3TpKtJ7dyFvqCP2qaO.jpg,7.9,The greatest adventure of escape!,151,12000000,53267000,Crime
16,Dancer in the Dark,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",2000-06-30,en,https://www.themoviedb.org/t/p/w300/9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg,https://www.themoviedb.org/t/p/w300/ikR2qy9xJCHX7M8i5rcvuNfdYXs.jpg,7.9,You don't need eyes to see.,141,12800000,40031879,Crime
7984,In the Name of the Father,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",1993-12-12,en,https://www.themoviedb.org/t/p/w300/kUTImWLPIr6U4xhLsHrgky5vgJt.jpg,https://www.themoviedb.org/t/p/w300/gUIVD0rFWVB8Okk8wU8dQxjOYnZ.jpg,7.9,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father’s name.,133,13000000,65796862,Drama
60243,A Separation,جدایی نادر از سیمین,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,2011-03-15,fa,https://www.themoviedb.org/t/p/w300/wQVvASmpm8jGhJBQU20OkoMcNzi.jpg,https://www.themoviedb.org/t/p/w300/6DEl5KfpKkS6ZEiy4s9s7EukpAB.jpg,7.9,"Ugly truth, sweet lies.",123,5000000,24426169,Drama
10774,Network,Network,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",1976-11-01,en,https://www.themoviedb.org/t/p/w300/7x62Xco84HIEOvy3kdDr3pAUrFK.jpg,https://www.themoviedb.org/t/p/w300/pRMmLhZQncfvS44JelQyB078ZP2.jpg,7.9,Television will never be the same.,122,3800000,23689877,Drama
223,Rebecca,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",1940-03-23,en,https://www.themoviedb.org/t/p/w300/3Gla0nxHboX3nxQzaU4SoqOtTjh.jpg,https://www.themoviedb.org/t/p/w300/jKgLVAhoq4fXBs1C9Gjvap93fxd.jpg,7.9,The shadow of this woman darkened their love.,130,1288000,6000000,Drama
404378,A Street Cat Named Bob,A Street Cat Named Bob,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",2016-11-04,en,https://www.themoviedb.org/t/p/w300/6ltgCFYvw0wL7460ldFMMZv4txj.jpg,https://www.themoviedb.org/t/p/w300/f6PEWTJt8nBlAzSuXuG6YvFBAQm.jpg,7.9,Sometimes it takes nine lives to save one,103,8000000,82703,Drama
234,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",1920-02-27,de,https://www.themoviedb.org/t/p/w300/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,https://www.themoviedb.org/t/p/w300/m0N89MIIu6qYZcujCRzBHrkZbns.jpg,7.9,You must become Caligari!,77,18000,8811,Crime
144,Wings of Desire,Der Himmel über Berlin,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",1987-05-17,de,https://www.themoviedb.org/t/p/w300/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,https://www.themoviedb.org/t/p/w300/vh2VRlGjFbyXNmEdsiG60Q0JYoV.jpg,7.9,There are angels on the streets of Berlin.,128,2500000,3210139,Drama
3078,It Happened One Night,It Happened One Night,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",1934-02-22,en,https://www.themoviedb.org/t/p/w300/wx4ptyx3vlPBVl5DzBA8KomcJww.jpg,https://www.themoviedb.org/t/p/w300/yWpbG6BT0IdwBnGHpCUicKTDGOm.jpg,7.9,Together for the first time!,105,325000,4500000,Comedy
398924,A Bag of Marbles,Un sac de billes,"In occupied France, Maurice and Joseph, two young Jewish brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.",2017-01-18,fr,https://www.themoviedb.org/t/p/w300/57C8wLEoeJ9vVqZarsfx54YEWxS.jpg,https://www.themoviedb.org/t/p/w300/tPjbpTt4S1q7uTSXWscHq7gmd2u.jpg,7.9,Home Is Where Family Is,110,21400000,10898998,Drama
596,The Grapes of Wrath,The Grapes of Wrath,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",1940-03-15,en,https://www.themoviedb.org/t/p/w300/jRbRDNi9MgvhRc68PSQPMqnG24x.jpg,https://www.themoviedb.org/t/p/w300/7UTQCis1B8oWNjIMzQq57LPqma2.jpg,7.9,The Joads step right out of the pages of the novel that has shocked millions!,129,800000,1591000,Drama
93,Anatomy of a Murder,Anatomy of a Murder,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",1959-07-01,en,https://www.themoviedb.org/t/p/w300/lMWWs7IskGldLfwwnVxHhffsVLw.jpg,https://www.themoviedb.org/t/p/w300/jtCNu6f3MCFuEQ4cyHcNdI1QUjI.jpg,7.9,"No search of human emotions has ever probed so deeply, so truthfully as… Anatomy of a Murder.",161,2000000,8000000,Crime
11293,Paper Moon,Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl—who may or may not be his daughter—and the two forge an unlikely partnership.",1973-05-09,en,https://www.themoviedb.org/t/p/w300/3GHG0kTcBWHKdXjj3RdK8GjBCd6.jpg,https://www.themoviedb.org/t/p/w300/rfPpYJOnLZUl5cbRRxm5ntYQ5oC.jpg,7.9,These aren't everyday people and this is no ordinary movie.,102,2500000,30900000,Comedy
25364,Ace in the Hole,Ace in the Hole,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.",1951-06-29,en,https://www.themoviedb.org/t/p/w300/1NwZ6Sx4Eq7eT02abcI7YqfXdJk.jpg,https://www.themoviedb.org/t/p/w300/7PcDKhXxbYDQLfecOp2ywgNBmNB.jpg,7.9,"Rough, tough Chuck Tatum, who battered his way to the top... trampling everything in his path - men, women and morals !",111,1821052,1300000,Drama
1626,Vivre Sa Vie,Vivre sa vie: film en douze tableaux,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,1962-08-28,fr,https://www.themoviedb.org/t/p/w300/A0BjScjASfMFgyGI5sU0CwfKh3l.jpg,https://www.themoviedb.org/t/p/w300/qqkQ4tA3n7zWNnKx8CUczdVNTTc.jpg,7.9,The many faces of a woman trying to find herself.,84,64000,24517,Drama
1675,Day for Night,La Nuit américaine,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",1973-05-24,fr,https://www.themoviedb.org/t/p/w300/8SB0qYDiNIYU3O2UvJ3AHak82A2.jpg,https://www.themoviedb.org/t/p/w300/vdzkfWVEkRl61syTfUkO1o9mWsZ.jpg,7.9,A movie for people who love movies,116,700000,850000,Comedy
934,Rififi,Du rififi chez les hommes,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",1955-04-13,fr,https://www.themoviedb.org/t/p/w300/6MbRycXyrLaFmToyOBPSKHmqkYy.jpg,https://www.themoviedb.org/t/p/w300/u1wxXBJpxifopSbVxCjgTVapEE1.jpg,7.9,...Means Trouble!,118,200000,460000,Action
323272,War Room,War Room,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",2015-08-28,en,https://www.themoviedb.org/t/p/w300/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg,https://www.themoviedb.org/t/p/w300/oCCvZEbqCCcALQtah8HJm9Ja4HT.jpg,7.9,Prayer is a Powerful Weapon,120,3000000,67790117,Drama
49026,The Dark Knight Rises,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012-07-16,en,https://www.themoviedb.org/t/p/w300/vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,https://www.themoviedb.org/t/p/w300/cKPfiu9IcCW0fMdKdQBXe3PRtTZ.jpg,7.8,The Legend Ends,165,250000000,1081041287,Action
674,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools — the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named. In this fourth film adaptation of J.K. Rowling's Harry Potter series, everything changes as Harry, Ron and Hermione leave childhood forever and take on challenges greater than anything they could have imagined.",2005-11-16,en,https://www.themoviedb.org/t/p/w300/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,https://www.themoviedb.org/t/p/w300/8f9dnOtpArDrOMEylpSN9Sc6fuz.jpg,7.8,Dark And Difficult Times Lie Ahead.,157,150000000,895921036,Adventure
263115,Logan,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",2017-02-28,en,https://www.themoviedb.org/t/p/w300/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,https://www.themoviedb.org/t/p/w300/dfBiALov0mYoqKCHaOHka2x0U26.jpg,7.8,His time has come,137,97000000,619021436,Action
12,Finding Nemo,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",2003-05-30,en,https://www.themoviedb.org/t/p/w300/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,https://www.themoviedb.org/t/p/w300/dFYguAfeVt19qAbzJ5mArn7DEJw.jpg,7.8,There are 3.7 trillion fish in the ocean. They're looking for one.,100,94000000,940335536,Animation
12444,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",2010-10-17,en,https://www.themoviedb.org/t/p/w300/f1geQ0I9UETRF1ed30voZfw8zT.jpg,https://www.themoviedb.org/t/p/w300/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,7.8,One Way… One Fate… One Hero.,146,250000000,954305868,Adventure
585,"Monsters, Inc.","Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",2001-11-01,en,https://www.themoviedb.org/t/p/w300/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,https://www.themoviedb.org/t/p/w300/hVxPPgSL72qS18jIB3eWXoAsoWu.jpg,7.8,We Scare Because We Care.,92,115000000,562816256,Animation
10193,Toy Story 3,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010-06-16,en,https://www.themoviedb.org/t/p/w300/4cpGytCB0eqvRks4FAlJoUJiFPG.jpg,https://www.themoviedb.org/t/p/w300/csDxOOSjfcJNNRo4ma8ltVynELV.jpg,7.8,No toy gets left behind.,103,200000000,1066969703,Animation
10191,How to Train Your Dragon,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",2010-03-10,en,https://www.themoviedb.org/t/p/w300/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,https://www.themoviedb.org/t/p/w300/kxklJL1v8MYEU5xdU6W5VvmBwVz.jpg,7.8,One adventure will change two worlds,98,165000000,494878759,Adventure
141,Donnie Darko,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",2001-10-26,en,https://www.themoviedb.org/t/p/w300/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,https://www.themoviedb.org/t/p/w300/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,7.8,You can never go too far.,114,6000000,7500000,Drama
84892,The Perks of Being a Wallflower,The Perks of Being a Wallflower,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",2012-09-20,en,https://www.themoviedb.org/t/p/w300/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,https://www.themoviedb.org/t/p/w300/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg,7.8,We are infinite.,103,13000000,33400000,Drama
453,A Beautiful Mind,A Beautiful Mind,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",2001-12-11,en,https://www.themoviedb.org/t/p/w300/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,https://www.themoviedb.org/t/p/w300/vVBcIN68kFq681b4lObiNJhEVro.jpg,7.8,He saw the world in a way no one could have imagined.,135,60000000,313542341,Drama
89,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",1989-05-24,en,https://www.themoviedb.org/t/p/w300/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,https://www.themoviedb.org/t/p/w300/267Mdb5i1AXuVN64DhVEOUPmM25.jpg,7.8,"The man with the hat is back. And this time, he's bringing his Dad.",127,48000000,474171806,Action
9479,The Nightmare Before Christmas,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993-10-09,en,https://www.themoviedb.org/t/p/w300/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,https://www.themoviedb.org/t/p/w300/16lk65YfrDFIr6evkWRjSeOOSws.jpg,7.8,"This is Halloween, everybody make a scene!",76,24000000,75634409,Animation
107,Snatch,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2000-09-01,en,https://www.themoviedb.org/t/p/w300/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,https://www.themoviedb.org/t/p/w300/32V4uHVRU2fbDsQl1dsYsZm3uba.jpg,7.8,Stealin' stones and breakin' bones.,104,10000000,83557872,Comedy
314365,Spotlight,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015-11-06,en,https://www.themoviedb.org/t/p/w300/rBkptJyAMqCfoMwUGQfCpubroec.jpg,https://www.themoviedb.org/t/p/w300/bF8GCJ3ZLlS5nLwDlL3CTljdXzN.jpg,7.8,Break the story. Break the silence.,129,20000000,98690254,Drama
2108,The Breakfast Club,The Breakfast Club,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",1985-02-15,en,https://www.themoviedb.org/t/p/w300/c0bdxKVRevkw50LOnk6B8d3e4s.jpg,https://www.themoviedb.org/t/p/w300/qpPFF8Sed5lkXngWraJdN8WkwDG.jpg,7.8,"They only met once, but it changed their lives forever.",98,1000000,51525171,Comedy
587,Big Fish,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003-12-25,en,https://www.themoviedb.org/t/p/w300/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,https://www.themoviedb.org/t/p/w300/xN3xKxD6TI87RuGZXsiF1fMjN6Z.jpg,7.8,An adventure as big as life itself.,125,70000000,123218424,Adventure
1366,Rocky,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",1976-11-21,en,https://www.themoviedb.org/t/p/w300/i5xiwdSsrecBvO7mIfAJixeEDSg.jpg,https://www.themoviedb.org/t/p/w300/wC36tEU7AqP5llAvjXkZhZ248tX.jpg,7.8,His whole life was a million-to-one shot.,120,1000000,117235147,Action
142,Brokeback Mountain,Brokeback Mountain,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict",2005-09-10,en,https://www.themoviedb.org/t/p/w300/fsbzfe9eLOEl5rJX04nPEr1eoAi.jpg,https://www.themoviedb.org/t/p/w300/wbKAPK8348GG5OjgJK0ZOPp0fwN.jpg,7.8,Love is a force of nature,134,14000000,178043761,Drama
14836,Coraline,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",2009-02-05,en,https://www.themoviedb.org/t/p/w300/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,https://www.themoviedb.org/t/p/w300/rRpAZOPY3XxMJY65AJ396IWyjU4.jpg,7.8,Be careful what you wish for.,100,60000000,124596398,Animation
492188,Marriage Story,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",2019-09-28,en,https://www.themoviedb.org/t/p/w300/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,https://www.themoviedb.org/t/p/w300/4PCO7tewIGnE6ySjVf2DbJ3pjqq.jpg,7.8,"Where there's a love, there's a way.",137,18000000,2300000,Drama
