_id,title,title_untranslated,description,release_date,language,post_image_url,backdrop_image_url,average_rating,tagline,minutes,budget,revenue,genre
19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",1995-10-20,hi,https://www.themoviedb.org/t/p/w300/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,https://www.themoviedb.org/t/p/w300/gNBCvtYyGPbjPCT1k3MvJuNuXR6.jpg,8.8,"Come Fall In love, All Over Again..",190,13200000,100000000,Comedy
278,The Shawshank Redemption,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994-09-23,en,https://www.themoviedb.org/t/p/w300/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,https://www.themoviedb.org/t/p/w300/9Xw0I5RV2ZqNLpul6lXKoviYg55.jpg,8.7,Fear can hold you prisoner. Hope can set you free.,142,25000000,28341469,Crime
238,The Godfather,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",1972-03-14,en,https://www.themoviedb.org/t/p/w300/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,https://www.themoviedb.org/t/p/w300/rSPw7tgCH9c6NqICZef4kZjFOQ5.jpg,8.7,An offer you can't refuse.,175,6000000,245066411,Crime
424,Schindler's List,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993-11-30,en,https://www.themoviedb.org/t/p/w300/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,https://www.themoviedb.org/t/p/w300/loRmRzQXZeqG78TqZuyvSlEQfZb.jpg,8.6,"Whoever saves one life, saves the world entire.",195,22000000,321365567,Drama
240,The Godfather: Part II,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",1974-12-20,en,https://www.themoviedb.org/t/p/w300/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,https://www.themoviedb.org/t/p/w300/poec6RqOKY9iSiIUmfyfPfiLtvB.jpg,8.6,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",202,13000000,102600000,Crime
155,The Dark Knight,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,en,https://www.themoviedb.org/t/p/w300/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://www.themoviedb.org/t/p/w300/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg,8.5,Why So Serious?,152,185000000,1004558444,Action
13,Forrest Gump,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994-07-06,en,https://www.themoviedb.org/t/p/w300/h5J4W4veyxMXDMjeNxZI46TsHOb.jpg,https://www.themoviedb.org/t/p/w300/tlEFuIlaxRPXIYVHXbOSAMCfWqk.jpg,8.5,Life is like a box of chocolates...you never know what you're gonna get.,142,55000000,677387716,Comedy
122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",2003-12-01,en,https://www.themoviedb.org/t/p/w300/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://www.themoviedb.org/t/p/w300/pm0RiwNpSja8gR0BTWpxo5a9Bbl.jpg,8.5,The eye of the enemy is moving.,201,94000000,1118888979,Action
497,The Green Mile,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999-12-10,en,https://www.themoviedb.org/t/p/w300/velWPhVMQeQKcxggNEU8YmIo52R.jpg,https://www.themoviedb.org/t/p/w300/5Nz25DPXfQaSpDgce42Y3kFg9G4.jpg,8.5,Miracles do happen.,189,60000000,286801374,Crime
496243,Parasite,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,ko,https://www.themoviedb.org/t/p/w300/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,https://www.themoviedb.org/t/p/w300/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,8.5,Act like you own the place.,133,11363000,257591776,Comedy
637,Life Is Beautiful,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,1997-12-20,it,https://www.themoviedb.org/t/p/w300/74hLDKjD5aGYOotO6esUVaeISa2.jpg,https://www.themoviedb.org/t/p/w300/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,8.5,"An unforgettable fable that proves love, family and imagination conquer all.",116,20000000,230098753,Comedy
769,GoodFellas,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,en,https://www.themoviedb.org/t/p/w300/6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg,https://www.themoviedb.org/t/p/w300/sw7mordbZxgITU877yTpZCud90M.jpg,8.5,Three Decades of Life in the Mafia.,145,25000000,46835000,Crime
429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",1966-12-23,it,https://www.themoviedb.org/t/p/w300/usIXFgUP0Fjbwgeg2GwEOlAHSFM.jpg,https://www.themoviedb.org/t/p/w300/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,8.5,For three men the Civil War wasn't hell. It was practice.,161,1200000,25118063,Western
389,12 Angry Men,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",1957-04-10,en,https://www.themoviedb.org/t/p/w300/e02s4wmTAExkKg0yF4dEG98ZRpK.jpg,https://www.themoviedb.org/t/p/w300/qqHQsStV6exghCM7zbObuYBiYxw.jpg,8.5,Life is in their hands. Death is on their minds.,97,350000,1000000,Drama
311,Once Upon a Time in America,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984-05-23,en,https://www.themoviedb.org/t/p/w300/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,https://www.themoviedb.org/t/p/w300/rO4pfAIIrt3N905wTTe2HrH3uUv.jpg,8.5,"Crime, passion and lust for power.",229,30000000,5472914,Crime
11216,Cinema Paradiso,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988-11-17,it,https://www.themoviedb.org/t/p/w300/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,https://www.themoviedb.org/t/p/w300/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,8.5,"A celebration of youth, friendship, and the everlasting magic of the movies.",124,5000000,11990401,Drama
346,Seven Samurai,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",1954-04-26,ja,https://www.themoviedb.org/t/p/w300/tGLc7BE56VkIfDJVRoT9GLMBUr9.jpg,https://www.themoviedb.org/t/p/w300/sJNNMCc6B7KZIY3LH3JMYJJNH5j.jpg,8.5,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,207,2000000,271842,Action
441130,Wolfwalkers,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2020-10-26,en,https://www.themoviedb.org/t/p/w300/ehAKuE48okTuonq6TpsNQj8vFTC.jpg,https://www.themoviedb.org/t/p/w300/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg,8.5,Be fierce. Be wild. Be free.,103,12000000,229041,Adventure
441130,Wolfwalkers,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2020-10-26,en,https://www.themoviedb.org/t/p/w300/ehAKuE48okTuonq6TpsNQj8vFTC.jpg,https://www.themoviedb.org/t/p/w300/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg,8.5,Be fierce. Be wild. Be free.,103,12000000,229041,Adventure
550,Fight Club,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",1999-10-15,en,https://www.themoviedb.org/t/p/w300/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,https://www.themoviedb.org/t/p/w300/rr7E0NoGKxvbkb89eR1GwfoYjpA.jpg,8.4,Mischief. Mayhem. Soap.,139,63000000,100853753,Drama
120,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,en,https://www.themoviedb.org/t/p/w300/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://www.themoviedb.org/t/p/w300/vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg,8.4,One ring to rule them all,179,93000000,871368364,Action
1891,The Empire Strikes Back,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980-05-20,en,https://www.themoviedb.org/t/p/w300/7BuH8itoSrLExs2YZSsM01Qk2no.jpg,https://www.themoviedb.org/t/p/w300/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg,8.4,The Adventure Continues...,124,18000000,538400000,Action
244786,Whiplash,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014-10-10,en,https://www.themoviedb.org/t/p/w300/oPxnRhyAIzJKGUEdSiwTJQBa3NM.jpg,https://www.themoviedb.org/t/p/w300/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,8.4,The road to greatness can take you to the edge.,107,3300000,13092000,Drama
324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",2018-12-06,en,https://www.themoviedb.org/t/p/w300/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,https://www.themoviedb.org/t/p/w300/6qVF0gnLnbKCgcMfCpCB8GH7B5I.jpg,8.4,More Than One Wears the Mask,117,90000000,375540831,Action
73,American History X,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",1998-10-30,en,https://www.themoviedb.org/t/p/w300/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,https://www.themoviedb.org/t/p/w300/o4Thn9ooTZAZOYrlbWgVB20weSf.jpg,8.4,Some Legacies Must End.,119,20000000,23875127,Drama
510,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",1975-11-18,en,https://www.themoviedb.org/t/p/w300/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,https://www.themoviedb.org/t/p/w300/3KwAmIKMaDcBMonF5wmyNTL0SR6.jpg,8.4,"If he's crazy, what does that make you?",133,3000000,108981275,Drama
539,Psycho,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",1960-06-22,en,https://www.themoviedb.org/t/p/w300/nXjkXxpsE7ZGRCVd6PKkrf9tgsL.jpg,https://www.themoviedb.org/t/p/w300/5A9dsIpb7876nU9QrWEGziDmj0r.jpg,8.4,A new—and altogether different—screen excitement!,109,806947,32000000,Drama
4935,Howl's Moving Castle,ハウルの動く城,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",2004-11-19,ja,https://www.themoviedb.org/t/p/w300/TkTPELv4kC3u1lkloush8skOjE.jpg,https://www.themoviedb.org/t/p/w300/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg,8.4,The two lived there.,119,24000000,236049757,Adventure
423,The Pianist,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",2002-09-17,en,https://www.themoviedb.org/t/p/w300/enFfoFd3TYs6ttTxrBIfmecQPnz.jpg,https://www.themoviedb.org/t/p/w300/fuFcyX9pXcLeKfsEpArtnqV3gyX.jpg,8.4,Music was his passion. Survival was his masterpiece.,150,35000000,120072577,Drama
128,Princess Mononoke,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997-07-12,ja,https://www.themoviedb.org/t/p/w300/jHWmNr7m544fJ8eItsfNk8fs2Ed.jpg,https://www.themoviedb.org/t/p/w300/mpNd0rTVrp6vHJ9Je7wSa3zC8JS.jpg,8.4,The Fate Of The World Rests On The Courage Of One Warrior.,134,26500000,159414369,Adventure
598,City of God,Cidade de Deus,"Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",2002-02-05,pt,https://www.themoviedb.org/t/p/w300/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,https://www.themoviedb.org/t/p/w300/194dso1hBwQEgIU3fgS7mXHtFAj.jpg,8.4,"If you run, you're dead... if you stay, you're dead again.",130,3300000,30641770,Crime
337404,Cruella,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",2021-05-26,en,https://www.themoviedb.org/t/p/w300/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,https://www.themoviedb.org/t/p/w300/6MKr3KgOLmzOP6MSuZERO41Lpkt.jpg,8.4,Hello Cruel World,134,200000000,222042571,Comedy
567,Rear Window,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,1954-09-01,en,https://www.themoviedb.org/t/p/w300/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg,https://www.themoviedb.org/t/p/w300/zGs5tZOlvc9cprdcU6kDOVNpujf.jpg,8.4,It only takes one witness to spoil the perfect crime.,112,1000000,36764313,Mystery
527641,Five Feet Apart,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",2019-03-14,en,https://www.themoviedb.org/t/p/w300/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,https://www.themoviedb.org/t/p/w300/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,8.4,"When Life Keeps You Apart, Fight For Every Inch.",116,7000000,91500000,Drama
914,The Great Dictator,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,1940-10-23,en,https://www.themoviedb.org/t/p/w300/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,https://www.themoviedb.org/t/p/w300/7jTgJ24UPkWeb5zzH7ihs554xVy.jpg,8.4,Once again - the whole world laughs!,125,2000000,11000000,Comedy
599,Sunset Boulevard,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,1950-08-10,en,https://www.themoviedb.org/t/p/w300/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg,https://www.themoviedb.org/t/p/w300/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,8.4,A Hollywood Story,110,1752000,5000000,Drama
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,劇場版「鬼滅の刃」無限列車編,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,ja,https://www.themoviedb.org/t/p/w300/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,https://www.themoviedb.org/t/p/w300/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,8.4,"With your blade, bring an end to the nightmare.",117,15800000,500000000,Action
901,City Lights,City Lights,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",1931-02-01,en,https://www.themoviedb.org/t/p/w300/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,https://www.themoviedb.org/t/p/w300/ps82zgSDimvlYps6otcMYshrVyS.jpg,8.4,True Blind Love,87,1500000,4250000,Comedy
522924,The Art of Racing in the Rain,The Art of Racing in the Rain,"A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.",2019-08-08,en,https://www.themoviedb.org/t/p/w300/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,https://www.themoviedb.org/t/p/w300/6esNUoXh4xQvucB7o7e3TCfjI65.jpg,8.4,Meet the dog who will show the world how to be human,109,18000000,33766787,Comedy
27205,Inception,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,en,https://www.themoviedb.org/t/p/w300/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg,https://www.themoviedb.org/t/p/w300/s3TBrRGB1iav7gFOCNx3H31MoES.jpg,8.3,Your mind is the scene of the crime.,148,160000000,825532764,Action
157336,Interstellar,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,en,https://www.themoviedb.org/t/p/w300/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://www.themoviedb.org/t/p/w300/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,8.3,Mankind was born on Earth. It was never meant to die here.,169,165000000,675120017,Adventure
299536,Avengers: Infinity War,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,en,https://www.themoviedb.org/t/p/w300/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,https://www.themoviedb.org/t/p/w300/lmZFxXgJE3vgrciwuDib0N8CfQo.jpg,8.3,An entire universe. Once and for all.,149,300000000,2046239637,Action
299534,Avengers: Endgame,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,en,https://www.themoviedb.org/t/p/w300/or06FN3Dka5tukK1e9sl16pB3iy.jpg,https://www.themoviedb.org/t/p/w300/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,8.3,Part of the journey is the end.,181,356000000,2797800564,Action
121,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002-12-18,en,https://www.themoviedb.org/t/p/w300/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,https://www.themoviedb.org/t/p/w300/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg,8.3,A New Power Is Rising.,179,79000000,926287400,Action
807,Se7en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,en,https://www.themoviedb.org/t/p/w300/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,https://www.themoviedb.org/t/p/w300/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,8.3,Seven deadly sins. Seven ways to die.,127,33000000,327311859,Crime
105,Back to the Future,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",1985-07-03,en,https://www.themoviedb.org/t/p/w300/7lyBcpYB0Qt8gYhXYaEZUNlNQAv.jpg,https://www.themoviedb.org/t/p/w300/3lbTiIN8cVonMUQwaeh5nvn61lr.jpg,8.3,He's the only kid ever to get into trouble before he was born.,116,19000000,381109762,Adventure
8587,The Lion King,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",1994-06-23,en,https://www.themoviedb.org/t/p/w300/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,https://www.themoviedb.org/t/p/w300/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,8.3,Life's greatest adventure is finding your place in the Circle of Life.,89,45000000,763455561,Animation
77338,The Intouchables,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011-11-02,fr,https://www.themoviedb.org/t/p/w300/ttx4GQl0azO6NJFWj4XNZCQOY7S.jpg,https://www.themoviedb.org/t/p/w300/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,8.3,Sometimes you have to reach into someone else's world to find out what's missing in your own.,113,13000000,426588510,Comedy
274,The Silence of the Lambs,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",1991-02-01,en,https://www.themoviedb.org/t/p/w300/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,https://www.themoviedb.org/t/p/w300/mfwq2nMBzArzQ7Y9RKE8SKeeTkg.jpg,8.3,To enter the mind of a killer she must challenge the mind of a madman.,119,19000000,272742922,Crime
101,Léon: The Professional,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",1994-09-14,en,https://www.themoviedb.org/t/p/w300/wHqGb8J6tXBVwjqWooGMtNEjs2A.jpg,https://www.themoviedb.org/t/p/w300/jRJrQ72VLyEnVsvwfep8Xjlvu8c.jpg,8.3,"If you want a job done well, hire a professional.",111,16000000,45284974,Action
398818,Call Me by Your Name,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",2017-09-01,en,https://www.themoviedb.org/t/p/w300/tcNniniS4rfqrLH0oORikJfnIwY.jpg,https://www.themoviedb.org/t/p/w300/hrMbAi9fPTmc6EtpyyAgDKznptu.jpg,8.3,Is it better to speak or die?,132,4000000,41063475,Drama
207,Dead Poets Society,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",1989-06-02,en,https://www.themoviedb.org/t/p/w300/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,https://www.themoviedb.org/t/p/w300/tJRToZBfb52NhF6SMGAe0bWQc6z.jpg,8.3,He was their inspiration. He made their lives extraordinary.,128,16400000,235860116,Drama
490132,Green Book,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,en,https://www.themoviedb.org/t/p/w300/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,https://www.themoviedb.org/t/p/w300/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,8.3,Inspired by a True Friendship,130,23000000,319700000,Comedy
